"Código","Descripción","Forma","Concentración","Pres.","I NA","II NA","III NA","Vía Adm.","Indicaciones","Reg. Terapéutico"
"L04AB04","Adalimumab*","Liquido parenteral","40 mg","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación exclusiva:  Tratamiento de la Enfermedad de Crohn. 11a. rev. Artritis reumatoidea activa de intensidad moderada y grave que no ceden a otros anti TNF.Psoriasis; Artritis psoriásica. 10ma. rev.",""
"L04AC02","Basiliximab","Solido parenteral","10 mg y 20 mg","HE (p) Hospitalario Especialista Protocolo","","","1","P         Parenteral","Indicación general: Inducción en trasplante de órganos y tejidos.",""
"L04AC07","Tocilizumab*","Liquido parenteral","20 mg/mL y 162 mg/0,9 mL","E    Especialista","","1","1","P         Parenteral","Indicación exclusiva: Tratamiento de pacientes con neumonía por COVID 19, severa, hospitalizados. 11a. rev. Para el tratamiento de la artritis reumatoide activa de moderada a grave en pacientes adultos con respuesta inadecuada o intolerancia a un tratamiento previo. Artritis Idiopática juvenil en sus formas sistémicas y poliarticular. 10ma. rev.",""
"L04AC16","Guselkumab*","Liquido parenteral","100 mg/mL","HE (p) Hospitalario Especialista Protocolo","","","1","P(SC)  Parenteral (Subcutánea)","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento de pacientes adultos con psoriasis en placas moderadas a graves, candidatos a tratamiento sistémico o fototerapia.",""
"L04AD01","Ciclosporina","Liquido oral","100 mg/mL","E    Especialista","","1","1","O        Oral","Indicación general: Profilaxis en rechazo de trasplantes alogénicos de riñón, hígado, corazón.Artritis reumatoide severa.Psoriasis severa.",""
"L04AD01","Ciclosporina","Liquido parenteral","50 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Profilaxis en rechazo de trasplantes alogénicos de riñón, hígado, corazón.Artritis reumatoide severa.Psoriasis severa.",""
"L04AD01","Ciclosporina","Solido oral","25 mg - 100 mg","E    Especialista","","1","1","O        Oral","Indicación general: Profilaxis en rechazo de trasplantes alogénicos de riñón, hígado, corazón.Artritis reumatoide severa.Psoriasis severa.",""
"L04AD02","Tacrólimus*","Liquido parenteral","5 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación exclusiva: Tratamiento para prevención del rechazo al trasplante.Síndrome nefrótico cortico resistente.Nefropatía lúpica.",""
"L04AD02","Tacrólimus*","Solido oral","0,5 mg, 1 mg y 5 mg","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva: Tratamiento para prevención del rechazo al trasplante.Síndrome nefrótico cortico resistente.Nefropatía lúpica.",""
"L04AD02","Tacrólimus*","Solido oral (polvo)","0,5 mg/mL y 1 mg/mL","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva: Tratamiento para prevención del rechazo al trasplante.Síndrome nefrótico cortico resistente.Nefropatía lúpica.",""
"L04AX01","Azatioprina","Solido oral","50 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Profilaxis de rechazo en trasplante de riñón.Artritis reumatoide.",""
"L04AX02","Talidomida","Solido oral","100 mg","E (p) Especialista, Protocolo","","1","1","O        Oral","Indicación general: Mieloma múltiple.Sarcoma de Kaposi.Diarrea por VIH.Síndrome mielodisplásico.",""
"L04AX04","Lenalidomida*","Solido oral","2,5 mg - 25 mg","HE     Hospitalario Especialista","","","1","O        Oral","Indicación exclusiva: Tratamiento de pacientes adultos de nuevo diagnóstico de mieloma múltiple no candidatos a transplante, sin tratamiento previo. 11a. rev. Tratamiento continuo de los pacientes adultos con dignóstico de mieloma múltiple como mantenimeinto hasta la recaída o progresión de la enfermedad en pacientes no candidatos a trasplante de células progenitoras hematopoyéticas. 11a. rev. Tratamiento de pacientes adultos con mieloma múltiple refractarios o recaídos a dos terapias previas de tratamiento. 10ma. rev.",""
"L04AX05","Pirfenidona*","Solido oral","200 mg - 801 mg","HE (p) Hospitalario Especialista Protocolo","","","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento de pacientes adultos con fibrosis pulmonar idiopática (FPI) leve a moderada.",""
"M01AB05","Diclofenaco","Liquido parenteral","25 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Dolor agudo, leve – moderado. Dolor asociado a enfermedades reumáticas, crónicas e inflamatorias, dismenorrea. Tratamiento sintomático de la fiebre",""
"M01AB05","Diclofenaco","Solido oral","50 mg","G","1","1","1","O        Oral","Indicación general: Dolor agudo, leve – moderado. Dolor asociado a enfermedades reumáticas, crónicas e inflamatorias, dismenorrea. Tratamiento sintomático de la fiebre",""
"M01AB15","Ketorolaco","Liquido parenteral","30 mg/mL","G","1","1","1","P         Parenteral","Indicación general:Tratamiento del dolor agudo moderado a severo, dolor oncológico y cuidados paliativos.Tratamiento a corto plazo del dolor postoperatorio agudo moderado a severo (duración máxima del tratamiento 2 días). ",""
"M01AE01","Ibuprofeno","Liquido oral","200 mg/5 mL","G","1","1","1","O        Oral","Tratamiento de procesos dolorosos de intensidad leve ha moderado como migraña, dolor dental, oncológico, dismenorrea, tenesmo vesicalTratamiento de enfermedades reumáticas crónicas inflamatorias, artritis reumatoide, artritis idiopatica juvenil.Tratamiento sintomático de la fiebre en cuadros febriles de etiología diversa incluye fiebre neoplásica.",""
"M01AE01","Ibuprofeno","Solido oral","400 mg","G","1","1","1","O        Oral","Tratamiento de procesos dolorosos de intensidad leve ha moderado como migraña, dolor dental, oncológico, dismenorrea, tenesmo vesicalTratamiento de enfermedades reumáticas crónicas inflamatorias, artritis reumatoide, artritis idiopatica juvenil.Tratamiento sintomático de la fiebre en cuadros febriles de etiología diversa incluye fiebre neoplásica.",""
"M01AE01","Ibuprofeno","Liquido parenteral","4 mg/mL y 6 mg/mL","G","1","1","1","P(IV)  Parenteral (Intravenosa)","Tratamiento de procesos dolorosos de intensidad leve ha moderado como migraña, dolor dental, oncológico, dismenorrea, tenesmo vesicalTratamiento de enfermedades reumáticas crónicas inflamatorias, artritis reumatoide, artritis idiopatica juvenil.Tratamiento sintomático de la fiebre en cuadros febriles de etiología diversa incluye fiebre neoplásica.",""
"M01CC01","Penicilamina","Solido oral","125 mg y 250 mg","G","1","1","1","O        Oral","Antídoto:Intoxicación por metales pesados como cobre, oro, arsénico, mercurio, zinc, plomo.",""
"M03AB01","Suxametonio","Liquido parenteral","20 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Inducción anestésica de secuencia rápida.Intubación endotraqueal.Bloqueo Neuromuscular.",""
"M03AC01","Pancuronio","Liquido parenteral","2 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Bloqueo neuromuscular (larga duración, no despolarizante) en procedimientos quirúrgicos o durante el cuidado intensivo.Intubación endotraqueal.",""
"M03AC09","Bromuro de Rocuronio","Liquido parenteral","10 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Bloqueo neuromuscular (duración corta – intermedia, no despolarizante) en procedimientos quirúrgicos o durante el cuidado intensivo.Intubación endotraqueal.",""
"M03AX01","Toxina botulínica","Solido parenteral","100 U y 500 U","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Espasticidad focal de la mun?eca y de la mano secundaria a un ictus en el adulto.Espasticidad focal del tobillo y pie secundaria a un ictus en el adulto.Pie equino a causa de espasticidad en pacientes pediátricos con parálisis cerebral.Blefaroespasmo.Estrabismo.Espasmo hemifacial. Torticolis espasmódica. Tratamiento de incontinencia urinaria asociada a condición neurológica.Profilaxis de migrañas crónicas.Tratamiento de espaticidad de miembros superiores en adultos.Hiperhidrosis axilar severa.Coadyuvante en el manejo de hiperactividad neurogénica del detrusor y vejiga hiperactiva (vía cistoscopia).",""
"M03CA01","Dantroleno","Solido parenteral","20 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Hipertermia maligna. Espasticidad.Rabdomiolisis inducida por drogas que incrementan contractura muscular.",""
"M04AA01","Alopurinol","Solido oral","100 mg y 300 mg","G","1","1","1","O        Oral","Indicación general: Hiperuricemia primaria o secundaria a quimioterapia antineoplásica.Psoriasis y enfermedades hematológicas.",""
"M04AC01","Colchicina","Solido oral","0,5 mg","G","1","1","1","O        Oral","Indicación general: Profilaxis y tratamiento gota aguda. Hiperuricemia secundaria a quimioterapia.Cálculos renales recurrentes de oxalato de calcio. Antídoto: Intoxicación con Paraquat.",""
"M05BA04","Ácido alendrónico (alendronato sódico)","Solido oral","70 mg","E (p) Especialista, Protocolo","1","1","1","O        Oral","Indicación general: Tratamiento de osteoporosis posmenopáusica donde el riesgo de fractura sea elevado.Osteoporosis inducida por glucocorticoides.Enfermedad ósea de Paget.Hipercalcemia. Coadyuvante para manejo del hiperparatiroidismo.",""
"M05BA08","Ácido zoledrónico","Liquido parenteral/Solido parenteral","4 mg","E    Especialista","","","1","P         Parenteral","Indicación general: Hipercalcemia maligna. Metástasis ósea desde tumores sólidos. Mieloma múltiple.Osteoporosis. Osteoporosis secundaria a tratamiento con corticoides.Enfermedad de Paget.",""
"N01AB08","Sevoflurano","Liquido para inhalacion","1 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","I           Inhalatoria","Indicación general: Anestesia general, ya sea inducción o mantenimiento.",""
"N01AF03","Tiopental sódico","Solido parenteral","1 g","H (p) Hospitalario, protocolo","","1","1","P         Parenteral","Indicación general: Anestesia general, ya sea inducción o mantenimiento.Hipertensión intracraneal.",""
"N01AH01","Fentanilo","Liquido parenteral","0,05 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general:Analgesia preoperatoria, asociado a anestesia general o regional.Dolor severo, dolor irruptivo, dolor severo en pacientes con insuficiencia renal.Rotación de opioides.Tratamiento del dolor crónico (parche).Junto con un neuroléptico como premedicación anestésica, para la inducción de anestesia y como complemento en el mantenimiento de la anestesia general y regional.",""
"N01AH01","Fentanilo","Solido cutaneo","4,2 mg (25 mcg/hora)","HE (p) Hospitalario Especialista Protocolo","","1","1","T           Topico","Indicación general:Analgesia preoperatoria, asociado a anestesia general o regional.Dolor severo, dolor irruptivo, dolor severo en pacientes con insuficiencia renal.Rotación de opioides.Tratamiento del dolor crónico (parche).Junto con un neuroléptico como premedicación anestésica, para la inducción de anestesia y como complemento en el mantenimiento de la anestesia general y regional.",""
"N01AH06","Remifentanilo","Solido parenteral","2 mg y 5 mg","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Anestesia general (inducción o mantenimiento).",""
"N01AX10","Propofol","Liquido parenteral","10 mg/mL y 20 mg/mL","HE (p) Hospitalario Especialista Protocolo","","1","1","P         Parenteral","Indicación general: Inducción anestesia general.Mantenimiento anestesia general",""
"N01BB01","Bupivacaína (sin epinefrina)","Liquido parenteral","0,5 % y 0,75 %","E (p) Especialista, Protocolo","","1","1","P         Parenteral","Indicación general: Anestesia local. Anestesia regional.",""
"N01BB02","Lidocaína","Solido cutaneo (parche)","5 %","E    Especialista","","1","1","T           Topico","Indicaciones:Líquido parenteral: Anestesia local. Arritmias ventriculares sin pulso después de desfibrilación, RCP y administración de vasodepresores.Sólido cutáneo: Uso exclusivo en dolor neuropático ",""
"N01BB02","Lidocaína (sin epinefrina)","Liquido parenteral","2 %","G","1","1","1","P         Parenteral","Indicaciones:Líquido parenteral: Anestesia local. Arritmias ventriculares sin pulso después de desfibrilación, RCP y administración de vasodepresores.Sólido cutáneo: Uso exclusivo en dolor neuropático ",""
"N01BB51","Bupivacaína hiperbárica","Liquido parenteral","0,5 % y 0,75 %","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación general: Anestesia espinal (bloqueo subaracnoideo).",""
"N01BB52","Lidocaína con Epinefrina","Liquido parenteral","2 % + 1:200.000 2 % + 1:80.000  (cartucho dental)","G","1","1","1","P         Parenteral","Indicación general: Anestesia local o regional.",""
"N02AA01","Morfina","Liquido parenteral","10 mg/mL y 20 mg/mL","(p)  Protocolo","1","1","1","P         Parenteral","Indicación general:Dolor severo, dolor oncológico, manejo de dolor en cuidados paliativos.DisneaTos",""
"N02AA01","Morfina","Solido oral","10 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general:Dolor severo, dolor oncológico, manejo de dolor en cuidados paliativos.DisneaTos",""
"N02AA01","Morfina","Solido oral (liberacion prolongada)","10 mg, 30 mg y 60 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general:Dolor severo, dolor oncológico, manejo de dolor en cuidados paliativos.DisneaTos",""
"N02AA01","Morfina","Liquido oral","2 mg/mL y 20 mg/mL","(p)  Protocolo","1","1","1","O        Oral","Indicación general:Dolor severo, dolor oncológico, manejo de dolor en cuidados paliativos.DisneaTos",""
"N02AA03","Hidromorfona","Liquido parenteral","2 mg/mL","(p)  Protocolo","1","1","1","P         Parenteral","Indicación general: Dolor severo que no cede a otras alternativas.Manejo de dolor oncológico y en cuidados paliativos.",""
"N02AA03","Hidromorfona","Solido oral","2,5 mg y 5 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Dolor severo que no cede a otras alternativas.Manejo de dolor oncológico y en cuidados paliativos.",""
"N02AA05","Oxicodona","Solido oral","5 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general:Dolor severo oncológico y no oncológico.Manejo de dolor en cuidados paliativos.Rotación de opioides.",""
"N02AA05","Oxicodona","Solido oral (liberacion prolongada)","10 mg, 20 mg y 40 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general:Dolor severo oncológico y no oncológico.Manejo de dolor en cuidados paliativos.Rotación de opioides.",""
"N02AA08","Dihidrocodeína (codeína)*","Liquido oral","10 mg/5 mL","(p)  Protocolo","1","1","1","O        Oral","Indicación exclusiva: Dolor moderado.Tos.Diarrea crónica.",""
"N02AA08","Dihidrocodeína (codeína)*","Solido oral","10 mg y 30 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación exclusiva: Dolor moderado.Tos.Diarrea crónica.",""
"N02AE01","Buprenorfina","Liquido parenteral","0,3 mg/mL","(p)  Protocolo","","1","1","P         Parenteral","Indicación general:Dolor moderado a severo incluido pacientes con insuficiencia renal.",""
"N02AE01","Buprenorfina","Semisolido cutaneo","5 mg - 20 mg","(p)  Protocolo","1","1","1","T           Topico","Indicación general:Dolor moderado a severo incluido pacientes con insuficiencia renal.",""
"N02AE01","Buprenorfina","Solido oral (Sublingual)","0,2 mg","(p)  Protocolo","","1","1","O        Oral","Indicación general:Dolor moderado a severo incluido pacientes con insuficiencia renal.",""
"N02AX02","Tramadol","Liquido oral","100 mg/mL","G","1","1","1","O        Oral","Indicación general: Dolor moderado ",""
"N02AX02","Tramadol","Liquido parenteral","50 mg/mL","H   Hospitalaria","","1","1","P         Parenteral","Indicación general: Dolor moderado ",""
"N02AX02","Tramadol","Solido oral","50 mg","G","1","1","1","O        Oral","Indicación general: Dolor moderado ",""
"N02AX06","Tapentadol*","Solido oral","50 mg y 100 mg","HE     Hospitalario Especialista","","1","1","O        Oral","Indicaciones aprobadas en la 11ª Revisión del CNMB: Dolor crónico oncológico de moderado a severo. Dolor lumbar crónico moderado a severo.",""
"N02BA01","Ácido acetilsalicílico","Solido oral","500 mg","G","1","1","1","O        Oral","Indicación general: Dolor e inflamación, fiebre.",""
"N02BE01","Paracetamol","Liquido oral","120 mg/5 mL 150 mg/5 mL 160 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Fiebre.Dolor leve a moderado.",""
"N02BE01","Paracetamol","Liquido parenteral","10 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Fiebre.Dolor leve a moderado.",""
"N02BE01","Paracetamol","Solido oral","500 mg","G","1","1","1","O        Oral","Indicación general: Fiebre.Dolor leve a moderado.",""
"N02BE01","Paracetamol","Solido rectal","100 mg y 300 mg","G","1","1","1","R          Rectal","Indicación general: Fiebre.Dolor leve a moderado.",""
"N02BE01","Paracetamol","Liquido oral (gotas)","100 mg/mL","G","1","1","1","O        Oral","Indicación general: Fiebre.Dolor leve a moderado.",""
"N03AA02","Fenobarbital","Liquido oral","4 mg/mL","G","1","1","1","O        Oral","Indicación general: Convulsiones.Sedación.Estatus epiléptico que no responde a benzodiacepinas y fenitoina.",""
"N03AA02","Fenobarbital","Liquido parenteral","60 mg/mL","H (p) Hospitalario, protocolo","","1","1","P         Parenteral","Indicación general: Convulsiones.Sedación.Estatus epiléptico que no responde a benzodiacepinas y fenitoina.",""
"N03AA02","Fenobarbital","Solido oral","100 mg","G","1","1","1","O        Oral","Indicación general: Convulsiones.Sedación.Estatus epiléptico que no responde a benzodiacepinas y fenitoina.",""
"N03AB02","Fenitoína","Liquido oral","125 mg/5 mL","G","1","1","1","O        Oral","Indicación general: Estatus epiléptico.Desórdenes convulsivos.",""
"N03AB02","Fenitoína","Liquido parenteral","50 mg/mL","(p)  Protocolo","","1","1","P         Parenteral","Indicación general: Estatus epiléptico.Desórdenes convulsivos.",""
"N03AB02","Fenitoína","Solido oral","100 mg","G","1","1","1","O        Oral","Indicación general: Estatus epiléptico.Desórdenes convulsivos.",""
"N03AE01","Clonazepam","Liquido oral","2,5 mg/mL","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Convulsiones.Trastornos del pánico.",""
"N03AE01","Clonazepam","Solido oral","0,5 mg - 2 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Convulsiones.Trastornos del pánico.",""
"N03AF01","Carbamazepina","Liquido oral","100 mg/5 mL","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Convulsiones.Neuralgia del trigémino.",""
"N03AF01","Carbamazepina","Solido oral","200 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Convulsiones.Neuralgia del trigémino.",""
"N03AF01","Carbamazepina","Solido oral (liberacion prolongada)","400 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Convulsiones.Neuralgia del trigémino.",""
"N03AG01","Ácido valproico (sal sódica)","Liquido parenteral","100 mg/mL","(p)  Protocolo","1","1","1","P         Parenteral","Indicación general: Crisis generalizadas.Convulsiones parciales complejas.Episodios de ausencia simples y complejos.Tratamiento de episodios maníacos a trastorno bipolar.Profilaxis de migraña.",""
"N03AG01","Ácido valproico (sal sódica)","Liquido oral","250 mg/5 mL","E (p) Especialista, Protocolo","1","1","1","O        Oral","Indicación general: Crisis generalizadas.Convulsiones parciales complejas.Episodios de ausencia simples y complejos.Tratamiento de episodios maníacos a trastorno bipolar.Profilaxis de migraña.",""
"N03AG01","Ácido valproico (sal sódica)","Liquido oral","200 mg/mL y 375 mg/mL","E (p) Especialista, Protocolo","1","1","1","O        Oral","Indicación general: Crisis generalizadas.Convulsiones parciales complejas.Episodios de ausencia simples y complejos.Tratamiento de episodios maníacos a trastorno bipolar.Profilaxis de migraña.",""
"N03AG01","Ácido valproico (sal sódica)","Solido oral","250 mg y 500 mg","(p)  Protocolo","1","1","1","O        Oral","Indicación general: Crisis generalizadas.Convulsiones parciales complejas.Episodios de ausencia simples y complejos.Tratamiento de episodios maníacos a trastorno bipolar.Profilaxis de migraña.",""
"N03AX09","Lamotrigina","Solido oral","25 mg - 100 mg","(p)  Protocolo","","1","1","O        Oral","Indicación general: Convulsiones parciales.Tratamiento de convulsiones en Síndrome de Lennox- Gastaut.Convulsiones primarias, tónico clónicas generalizadas.Trastorno bipolar.Prevención de los episodios depresivos asociados con el trastorno bipolar.",""
"N03AX11","Topiramato*","Solido oral","25 mg","E    Especialista","","1","1","O        Oral","Indicación aprobada en la 11ª Revisión del CNMB: Tratamiento profiláctico de migraña en pacientes con 12 años en adelante.",""
"N03AX12","Gabapentina","Solido oral","300 mg","F,(p)  Continuidad bajo protocolo","1","1","1","O        Oral","Indicación general: Coadyuvante en el tratamiento de crisis convulsivas focales con o sin generalización secundaria.Dolor neuropático periférico que no cede a otras alternativas.Síndrome de piernas inquietas.Hipo.",""
"N03AX14","Levetiracetam*","Liquido oral","500 mg/5 mL","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva: Convulsiones tónico clónicas, inicio parcial y mioclónicas 11a. rev. Epilepsia refractaria que no cede a otras alternativas presentes en el CNMB. 10ma. rev.",""
"N03AX14","Levetiracetam*","Liquido parenteral","100 mg/mL","HE     Hospitalario Especialista","","","1","P         Parenteral","Indicación exclusiva: Convulsiones tónico clónicas, inicio parcial y mioclónicas 11a. rev. Epilepsia refractaria que no cede a otras alternativas presentes en el CNMB. 10ma. rev.",""
"N03AX14","Levetiracetam*","Solido oral","500 mg y 1000 mg","HE     Hospitalario Especialista","","1","1","O        Oral","Indicación exclusiva: Convulsiones tónico clónicas, inicio parcial y mioclónicas 11a. rev. Epilepsia refractaria que no cede a otras alternativas presentes en el CNMB. 10ma. rev.",""
"N04AA02","Biperideno","Liquido parenteral","5 mg/mL","(p)  Protocolo","","1","1","P         Parenteral","Indicación general: Enfermedad de Parkinson (No como tratamiento de primera línea en la actualidad).Trastornos extrapiramidales, incluso los inducidos por medicamentos.",""
"N04AA02","Biperideno","Solido oral","2 mg y 4 mg","(p)  Protocolo","","1","1","O        Oral","Indicación general: Enfermedad de Parkinson (No como tratamiento de primera línea en la actualidad).Trastornos extrapiramidales, incluso los inducidos por medicamentos.",""
"N04BA02","Levodopa + Carbidopa","Solido oral","(100 mg + 10 mg) y  (250 mg + 25 mg)","E    Especialista","1","1","1","O        Oral","Indicación general: Enfermedad de Parkinson.",""
"N04BC06","Cabergolina","Solido oral","0,5 mg","E    Especialista","","1","1","O        Oral","Indicación general: Enfermedad de Parkinson(no de primera elección).",""
"N04BD01","Selegilina","Solido oral","5 mg","E    Especialista","","1","1","O        Oral","Indicación general: Enfermedad de Parkinson al inicio de la enfermedad o coadyuvante de levodopa.",""
"N05AA01","Clorpromazina","Liquido parenteral","12,5 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Manifestaciones psicóticos.Episodios maniacos en pacientes bipolares.Antiemético.Hipo intratable.Sedación preoperatoria.Coadyuvante en el tratamiento de tétanos.Porfiria intermitente aguda.Problemas graves de conducta en niños (1-12años) y en el tratamiento a corto plazo de los niños hiperactivos.",""
"N05AA01","Clorpromazina","Solido oral","25 mg y 100 mg","E    Especialista","","1","1","O        Oral","Indicación general: Manifestaciones psicóticos.Episodios maniacos en pacientes bipolares.Antiemético.Hipo intratable.Sedación preoperatoria.Coadyuvante en el tratamiento de tétanos.Porfiria intermitente aguda.Problemas graves de conducta en niños (1-12años) y en el tratamiento a corto plazo de los niños hiperactivos.",""
"N05AA02","Levomepromazina","Liquido oral","40 mg/mL","E    Especialista","","1","1","O        Oral","Indicación general: Esquizofrenia.Psicosis. Cuidados paliativos",""
"N05AA02","Levomepromazina","Liquido parenteral","25 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Esquizofrenia.Psicosis. Cuidados paliativos",""
"N05AA02","Levomepromazina","Solido oral","25 mg y 100 mg","E    Especialista","","1","1","O        Oral","Indicación general: Esquizofrenia.Psicosis. Cuidados paliativos",""
"N05AD01","Haloperidol","Liquido oral","2 mg/mL","E    Especialista","","1","1","O        Oral","Indicación general: Psicosis agudas y crónicas.Síndrome de Gilles de la Tourette.Segunda línea en el transtorno de comportamiento en el niño.Segunda línea en el tratamiento a corto plazo en Transtorno de déficit de atención con hiperreactividad (TDAH), como coadyuvante en el manejo y agitación psicomotríz.",""
"N05AD01","Haloperidol","Liquido parenteral","5 mg/mL","G","1","1","1","P(IM) Parenteral (Intramuscular)","Indicación general: Psicosis agudas y crónicas.Síndrome de Gilles de la Tourette.Segunda línea en el transtorno de comportamiento en el niño.Segunda línea en el tratamiento a corto plazo en Transtorno de déficit de atención con hiperreactividad (TDAH), como coadyuvante en el manejo y agitación psicomotríz.",""
"N05AD01","Haloperidol","Solido oral","5 mg y 10 mg","E    Especialista","","1","1","O        Oral","Indicación general: Psicosis agudas y crónicas.Síndrome de Gilles de la Tourette.Segunda línea en el transtorno de comportamiento en el niño.Segunda línea en el tratamiento a corto plazo en Transtorno de déficit de atención con hiperreactividad (TDAH), como coadyuvante en el manejo y agitación psicomotríz.",""
"N05AD01","Haloperidol decanoato","Liquido parenteral","50 mg/mL","E    Especialista","","1","1","P         Parenteral","Indicación general: Psicosis agudas y crónicas.Síndrome de Gilles de la Tourette.Segunda línea en el transtorno de comportamiento en el niño.Segunda línea en el tratamiento a corto plazo en Transtorno de déficit de atención con hiperreactividad (TDAH), como coadyuvante en el manejo y agitación psicomotríz.",""
"N05AH04","Quetiapina","Solido oral","25 mg - 300 mg","E    Especialista","","1","1","O        Oral","Indicación general: Esquizofrenia en adultos y niños. Trastorno bipolar fase maniacal y depresiva en adultos y niños.Insomnio cuando otras alternativas han fracasado.Alteraciones de conducta y psicosis en demencia .Coadyuvante en trastorno depresivo. Dependencia alcohólica.",""
"N05AN01","Litio, carbonato","Solido oral","300 mg","E    Especialista","","1","1","O        Oral","Indicación general: Síndrome bipolar.Adyuvante en depresión refractaria.",""
"N05AX08","Risperidona","Liquido oral","1 mg/mL","E    Especialista","","1","1","O        Oral","Indicación general: Esquizofrenia.Transtorno bipolar fase maniacal.Transtorno de comportamiento en niños.Trastorno de comportamiento y psicosis en demencia.",""
"N05AX08","Risperidona","Solido oral","1 mg y 2 mg","E    Especialista","","1","1","O        Oral","Indicación general: Esquizofrenia.Transtorno bipolar fase maniacal.Transtorno de comportamiento en niños.Trastorno de comportamiento y psicosis en demencia.",""
"N05AX08","Risperidona","Solido parenteral","25 mg y 37,5 mg","E    Especialista","","1","1","P         Parenteral","Indicación general: Esquizofrenia.Transtorno bipolar fase maniacal.Transtorno de comportamiento en niños.Trastorno de comportamiento y psicosis en demencia.",""
"N05BA01","Diazepam","Liquido oral","0,4 mg/mL","G","1","1","1","O        Oral","Indicación general: Ansiedad.Sedación preoperatoria.Sedación para procedimientos (cardioversión, endoscopia). Enfermedad por abstinencia de alcohol. Convulsiones.Estatus epiléptico (niños y adultos), Espasmos musculares, asociado al tratamiento del tétanos en niños.",""
"N05BA01","Diazepam","Liquido parenteral","5 mg/mL","G","1","1","1","P         Parenteral","Indicación general: Ansiedad.Sedación preoperatoria.Sedación para procedimientos (cardioversión, endoscopia). Enfermedad por abstinencia de alcohol. Convulsiones.Estatus epiléptico (niños y adultos), Espasmos musculares, asociado al tratamiento del tétanos en niños.",""
"N05BA01","Diazepam","Solido oral","5 mg y 10 mg","G","1","1","1","O        Oral","Indicación general: Ansiedad.Sedación preoperatoria.Sedación para procedimientos (cardioversión, endoscopia). Enfermedad por abstinencia de alcohol. Convulsiones.Estatus epiléptico (niños y adultos), Espasmos musculares, asociado al tratamiento del tétanos en niños.",""
"N05BA06","Lorazepam","Liquido parenteral","2 mg/mL y 4 mg/mL","HE     Hospitalario Especialista","","1","1","P         Parenteral","Indicación exclusiva:Líquido parenteral: Manejo de status convulsivo.Sólido oral: Benzodiazepina de acción corta en adultos mayores, manejo de síndrome de abstinencia alcohólica en pacientes ancianos con potencial riesgo de daño hepático.",""
"N05BA06","Lorazepam","Solido oral","1 mg y 2 mg","E    Especialista","","1","1","O        Oral","Indicación exclusiva:Líquido parenteral: Manejo de status convulsivo.Sólido oral: Benzodiazepina de acción corta en adultos mayores, manejo de síndrome de abstinencia alcohólica en pacientes ancianos con potencial riesgo de daño hepático.",""
"N05BA09","Clobazam*","Solido oral","10 mg","H   Hospitalaria","","1","1","O        Oral","Indicación exclusiva: Tratamiento coadyuvante en pacientes con epilepsia generalizada.",""
"N05BA12","Alprazolam","Solido oral","0,25 mg y 0,50 mg","G","1","1","1","O        Oral","Indicación general: Trastorno de ansiedad. Ansiedad generalizada y transtorno de pánico.Ansiedad asociada con depresión.Síndrome de adaptación.Insomnio.",""
